model,seed,Coverage,HitRate@5,NDCG@5,HitRate@10,NDCG@10,MRR@10,train_time
GRU,42,0.9296739069428074,0.3935643564356436,0.28936310316270003,0.48092248249215164,0.3176700737772493,0.2665628365972492,314.313
