model,seed,Coverage,HitRate@5,NDCG@5,HitRate@10,NDCG@10,MRR@10,train_time
GRU+Hour+Weekday,42,0.9296739069428074,0.41873943491910165,0.32991353758621444,0.4864766964501328,0.35196347570493947,0.3095885416067723,350.156
